id,name,section,type,raw_min,raw_max,default_raw,unit,display_transform,mapping_status,nrpn,nrpn_min,nrpn_max,nrpn_value_encoding,nrpn_source_id,sysex_offset,sysex_bits,sysex_encoding,ui_pages,ui_control,notes
tracking_generator.preset,Tracking Generator Preset,tracking_generator,enum,0,9,0,,enum,candidate,119,0,9,unsigned_14,tracking_generator.preset,337,8,s8,rear,selector,Candidate tracking-generator preset selector. Hardware behavior must be verified.
tracking_generator.point_minus_16,Tracking Point -16,tracking_generator,continuous,-100,100,-100,percent,raw,candidate,121,-100,100,signed_14_wrap,tracking_generator.point_minus_16,304,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_15,Tracking Point -15,tracking_generator,continuous,-100,100,-93,percent,raw,candidate,122,-100,100,signed_14_wrap,tracking_generator.point_minus_15,305,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_14,Tracking Point -14,tracking_generator,continuous,-100,100,-87,percent,raw,candidate,123,-100,100,signed_14_wrap,tracking_generator.point_minus_14,306,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_13,Tracking Point -13,tracking_generator,continuous,-100,100,-81,percent,raw,candidate,124,-100,100,signed_14_wrap,tracking_generator.point_minus_13,307,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_12,Tracking Point -12,tracking_generator,continuous,-100,100,-75,percent,raw,candidate,125,-100,100,signed_14_wrap,tracking_generator.point_minus_12,308,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_11,Tracking Point -11,tracking_generator,continuous,-100,100,-68,percent,raw,candidate,126,-100,100,signed_14_wrap,tracking_generator.point_minus_11,309,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_10,Tracking Point -10,tracking_generator,continuous,-100,100,-62,percent,raw,candidate,127,-100,100,signed_14_wrap,tracking_generator.point_minus_10,310,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_9,Tracking Point -9,tracking_generator,continuous,-100,100,-56,percent,raw,candidate,128,-100,100,signed_14_wrap,tracking_generator.point_minus_9,311,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_8,Tracking Point -8,tracking_generator,continuous,-100,100,-50,percent,raw,candidate,129,-100,100,signed_14_wrap,tracking_generator.point_minus_8,312,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_7,Tracking Point -7,tracking_generator,continuous,-100,100,-43,percent,raw,candidate,130,-100,100,signed_14_wrap,tracking_generator.point_minus_7,313,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_6,Tracking Point -6,tracking_generator,continuous,-100,100,-37,percent,raw,candidate,131,-100,100,signed_14_wrap,tracking_generator.point_minus_6,314,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_5,Tracking Point -5,tracking_generator,continuous,-100,100,-31,percent,raw,candidate,132,-100,100,signed_14_wrap,tracking_generator.point_minus_5,315,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_4,Tracking Point -4,tracking_generator,continuous,-100,100,-25,percent,raw,candidate,133,-100,100,signed_14_wrap,tracking_generator.point_minus_4,316,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_3,Tracking Point -3,tracking_generator,continuous,-100,100,-18,percent,raw,candidate,134,-100,100,signed_14_wrap,tracking_generator.point_minus_3,317,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_2,Tracking Point -2,tracking_generator,continuous,-100,100,-12,percent,raw,candidate,135,-100,100,signed_14_wrap,tracking_generator.point_minus_2,318,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_minus_1,Tracking Point -1,tracking_generator,continuous,-100,100,-6,percent,raw,candidate,136,-100,100,signed_14_wrap,tracking_generator.point_minus_1,319,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_0,Tracking Point +0,tracking_generator,continuous,-100,100,0,percent,raw,candidate,137,-100,100,signed_14_wrap,tracking_generator.point_plus_0,320,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_1,Tracking Point +1,tracking_generator,continuous,-100,100,6,percent,raw,candidate,138,-100,100,signed_14_wrap,tracking_generator.point_plus_1,321,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_2,Tracking Point +2,tracking_generator,continuous,-100,100,12,percent,raw,candidate,139,-100,100,signed_14_wrap,tracking_generator.point_plus_2,322,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_3,Tracking Point +3,tracking_generator,continuous,-100,100,18,percent,raw,candidate,140,-100,100,signed_14_wrap,tracking_generator.point_plus_3,323,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_4,Tracking Point +4,tracking_generator,continuous,-100,100,25,percent,raw,candidate,141,-100,100,signed_14_wrap,tracking_generator.point_plus_4,324,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_5,Tracking Point +5,tracking_generator,continuous,-100,100,31,percent,raw,candidate,142,-100,100,signed_14_wrap,tracking_generator.point_plus_5,325,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_6,Tracking Point +6,tracking_generator,continuous,-100,100,37,percent,raw,candidate,143,-100,100,signed_14_wrap,tracking_generator.point_plus_6,326,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_7,Tracking Point +7,tracking_generator,continuous,-100,100,43,percent,raw,candidate,144,-100,100,signed_14_wrap,tracking_generator.point_plus_7,327,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_8,Tracking Point +8,tracking_generator,continuous,-100,100,50,percent,raw,candidate,145,-100,100,signed_14_wrap,tracking_generator.point_plus_8,328,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_9,Tracking Point +9,tracking_generator,continuous,-100,100,56,percent,raw,candidate,146,-100,100,signed_14_wrap,tracking_generator.point_plus_9,329,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_10,Tracking Point +10,tracking_generator,continuous,-100,100,62,percent,raw,candidate,147,-100,100,signed_14_wrap,tracking_generator.point_plus_10,330,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_11,Tracking Point +11,tracking_generator,continuous,-100,100,68,percent,raw,candidate,148,-100,100,signed_14_wrap,tracking_generator.point_plus_11,331,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_12,Tracking Point +12,tracking_generator,continuous,-100,100,75,percent,raw,candidate,149,-100,100,signed_14_wrap,tracking_generator.point_plus_12,332,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_13,Tracking Point +13,tracking_generator,continuous,-100,100,81,percent,raw,candidate,150,-100,100,signed_14_wrap,tracking_generator.point_plus_13,333,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_14,Tracking Point +14,tracking_generator,continuous,-100,100,87,percent,raw,candidate,151,-100,100,signed_14_wrap,tracking_generator.point_plus_14,334,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_15,Tracking Point +15,tracking_generator,continuous,-100,100,93,percent,raw,candidate,152,-100,100,signed_14_wrap,tracking_generator.point_plus_15,335,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
tracking_generator.point_plus_16,Tracking Point +16,tracking_generator,continuous,-100,100,100,percent,raw,candidate,153,-100,100,signed_14_wrap,tracking_generator.point_plus_16,336,8,s8,rear,compact_value,Candidate tracking-generator curve point reconstructed from protocol field map; verify on hardware.
